Geographic area,Indicator,Sex,Wealth Quintile,Series Name,Series Year,Regional group,TIME_PERIOD,OBS_VALUE,COUNTRY_NOTES,CONNECTION,DEATH_CATEGORY,CATEGORY,Observation Status,Unit of measure,Series Category,Series Type,STD_ERR,REF_DATE,Age Group of Women,Time Since First Birth,DEFINITION,INTERVAL,Series Method,LOWER_BOUND,UPPER_BOUND,STATUS,YEAR_TO_ACHIEVE,Model Used
Nigeria,Under-five mortality rate,Female,Total,Malaria Indicator Survey 2021 (Indirect),2021,,2009-08,117.8786448,,,,,Excluded from IGME,"Deaths per 1,000 live births",MIS,Indirect,10.81085066,2009.7,,,,,Survey/Census with Summary Birth Histories,,,,,
Nigeria,Under-five mortality rate,Female,Total,Malaria Indicator Survey 2021 (Indirect),2021,,2012-05,91.23093687,,,,,Excluded from IGME,"Deaths per 1,000 live births",MIS,Indirect,7.529939144,2012.4,,,,,Survey/Census with Summary Birth Histories,,,,,
Nigeria,Under-five mortality rate,Female,Total,Malaria Indicator Survey 2021 (Indirect),2021,,2015-01,117.9541345,,,,,Excluded from IGME,"Deaths per 1,000 live births",MIS,Indirect,10.40640091,2015,,,,,Survey/Census with Summary Birth Histories,,,,,
Nigeria,Under-five mortality rate,Female,Total,Malaria Indicator Survey 2021 (Indirect),2021,,2017-05,103.9516514,,,,,Excluded from IGME,"Deaths per 1,000 live births",MIS,Indirect,10.70635069,2017.4,,,,,Survey/Census with Summary Birth Histories,,,,,
Nigeria,Under-five mortality rate,Female,Total,Demographic and Health Survey 2018 (Direct),2018,,1995-06,171.7778941,,,,,Included in IGME,"Deaths per 1,000 live births",DHS,Direct,14.97482806,1995.5,,,,5,Survey/Census with Full Birth Histories,,,,,
Nigeria,Under-five mortality rate,Female,Total,Demographic and Health Survey 2018 (Direct),2018,,2000-06,151.1367589,,,,,Included in IGME,"Deaths per 1,000 live births",DHS,Direct,10.74894809,2000.5,,,,5,Survey/Census with Full Birth Histories,,,,,
Nigeria,Under-five mortality rate,Female,Total,Demographic and Health Survey 2018 (Direct),2018,,2005-06,127.2958475,,,,,Included in IGME,"Deaths per 1,000 live births",DHS,Direct,15.34340602,2005.5,,,,5,Survey/Census with Full Birth Histories,,,,,
Nigeria,Under-five mortality rate,Female,Total,Demographic and Health Survey 2018 (Direct),2018,,2010-06,122.6222599,,,,,Included in IGME,"Deaths per 1,000 live births",DHS,Direct,12.2424631,2010.5,,,,5,Survey/Census with Full Birth Histories,,,,,
Nigeria,Under-five mortality rate,Female,Total,Demographic and Health Survey 2018 (Direct),2018,,2015-06,125.1005632,,,,,Included in IGME,"Deaths per 1,000 live births",DHS,Direct,11.19629754,2015.5,,,,5,Survey/Census with Full Birth Histories,,,,,
Nigeria,Under-five mortality rate,Female,Total,Demographic and Health Survey 1990 (Direct),1990,,1967-06,284.8489,,,,,Included in IGME,"Deaths per 1,000 live births",DHS,Direct,29.55075,1967.5,,,,5,Survey/Census with Full Birth Histories,,,,,
Nigeria,Under-five mortality rate,Female,Total,Demographic and Health Survey 1990 (Direct),1990,,1972-06,242.8694,,,,,Included in IGME,"Deaths per 1,000 live births",DHS,Direct,22.75738,1972.5,,,,5,Survey/Census with Full Birth Histories,,,,,
Nigeria,Under-five mortality rate,Female,Total,Demographic and Health Survey 1990 (Direct),1990,,1977-06,195.3775,,,,,Included in IGME,"Deaths per 1,000 live births",DHS,Direct,11.51944,1977.5,,,,5,Survey/Census with Full Birth Histories,,,,,
Nigeria,Under-five mortality rate,Female,Total,Demographic and Health Survey 1990 (Direct),1990,,1982-06,188.3192,,,,,Included in IGME,"Deaths per 1,000 live births",DHS,Direct,13.30257,1982.5,,,,5,Survey/Census with Full Birth Histories,,,,,
Nigeria,Under-five mortality rate,Female,Total,Demographic and Health Survey 1990 (Direct),1990,,1987-06,167.9599,,,,,Included in IGME,"Deaths per 1,000 live births",DHS,Direct,11.28795,1987.5,,,,5,Survey/Census with Full Birth Histories,,,,,
Nigeria,Under-five mortality rate,Female,Total,Demographic and Health Survey 2013 (Direct),2013,,1990-06,198.9817089,,,,,Included in IGME,"Deaths per 1,000 live births",DHS,Direct,22.47777832,1990.5,,,,5,Survey/Census with Full Birth Histories,,,,,
Nigeria,Under-five mortality rate,Female,Total,Demographic and Health Survey 2013 (Direct),2013,,1995-06,190.5079975,,,,,Included in IGME,"Deaths per 1,000 live births",DHS,Direct,24.08935219,1995.5,,,,5,Survey/Census with Full Birth Histories,,,,,
Nigeria,Under-five mortality rate,Female,Total,Demographic and Health Survey 2013 (Direct),2013,,2000-06,176.0039887,,,,,Included in IGME,"Deaths per 1,000 live births",DHS,Direct,19.94878192,2000.5,,,,5,Survey/Census with Full Birth Histories,,,,,
Nigeria,Under-five mortality rate,Female,Total,Demographic and Health Survey 2013 (Direct),2013,,2005-06,155.594369,,,,,Included in IGME,"Deaths per 1,000 live births",DHS,Direct,17.28883962,2005.5,,,,5,Survey/Census with Full Birth Histories,,,,,
Nigeria,Under-five mortality rate,Female,Total,Demographic and Health Survey 2013 (Direct),2013,,2010-06,121.6610575,,,,,Included in IGME,"Deaths per 1,000 live births",DHS,Direct,14.54136306,2010.5,,,,5,Survey/Census with Full Birth Histories,,,,,
Nigeria,Under-five mortality rate,Female,Total,Malaria Indicator Survey 2015 (Indirect),2015,,2001-01,161.1593,,,,,Excluded from IGME,"Deaths per 1,000 live births",MIS,Indirect,19.30603,2001,,,,,Survey/Census with Summary Birth Histories,,,,,
Nigeria,Under-five mortality rate,Female,Total,Malaria Indicator Survey 2015 (Indirect),2015,,2003-11,150.3337,,,,,Excluded from IGME,"Deaths per 1,000 live births",MIS,Indirect,16.244,2003.9,,,,,Survey/Census with Summary Birth Histories,,,,,
Nigeria,Under-five mortality rate,Female,Total,Malaria Indicator Survey 2015 (Indirect),2015,,2006-06,147.995,,,,,Excluded from IGME,"Deaths per 1,000 live births",MIS,Indirect,13.80396,2006.5,,,,,Survey/Census with Summary Birth Histories,,,,,
Nigeria,Under-five mortality rate,Female,Total,Malaria Indicator Survey 2015 (Indirect),2015,,2008-11,154.2623,,,,,Excluded from IGME,"Deaths per 1,000 live births",MIS,Indirect,15.56686,2008.9,,,,,Survey/Census with Summary Birth Histories,,,,,
Nigeria,Under-five mortality rate,Female,Total,Malaria Indicator Survey 2015 (Indirect),2015,,2011-02,150.8532,,,,,Excluded from IGME,"Deaths per 1,000 live births",MIS,Indirect,15.71377,2011.1,,,,,Survey/Census with Summary Birth Histories,,,,,
Nigeria,Under-five mortality rate,Female,Total,Malaria Indicator Survey 2015 (Indirect),2015,,2013-01,147.2284,,,,,Excluded from IGME,"Deaths per 1,000 live births",MIS,Indirect,17.67279,2013.1,,,,,Survey/Census with Summary Birth Histories,,,,,
Nigeria,Under-five mortality rate,Female,Total,Multiple Indicator Cluster Survey 2007 (Indirect),2007,,1994-05,118.6173,,,,,Excluded from IGME,"Deaths per 1,000 live births",MICS,Indirect,7.784572,1994.4,,,,,Survey/Census with Summary Birth Histories,,,,,
Nigeria,Under-five mortality rate,Female,Total,Multiple Indicator Cluster Survey 2007 (Indirect),2007,,1997-04,129.706,,,,,Excluded from IGME,"Deaths per 1,000 live births",MICS,Indirect,7.942186,1997.3,,,,,Survey/Census with Summary Birth Histories,,,,,
Nigeria,Under-five mortality rate,Female,Total,Multiple Indicator Cluster Survey 2007 (Indirect),2007,,1999-11,120.7507,,,,,Excluded from IGME,"Deaths per 1,000 live births",MICS,Indirect,7.516661,1999.9,,,,,Survey/Census with Summary Birth Histories,,,,,
Nigeria,Under-five mortality rate,Female,Total,Multiple Indicator Cluster Survey 2007 (Indirect),2007,,2002-07,111.6686,,,,,Excluded from IGME,"Deaths per 1,000 live births",MICS,Indirect,6.996431,2002.5,,,,,Survey/Census with Summary Birth Histories,,,,,
Nigeria,Under-five mortality rate,Female,Total,Multiple Indicator Cluster Survey 2007 (Indirect),2007,,2005-02,146.0358,,,,,Excluded from IGME,"Deaths per 1,000 live births",MICS,Indirect,13.40554,2005.1,,,,,Survey/Census with Summary Birth Histories,,,,,
Nigeria,Under-five mortality rate,Female,Total,Multiple Indicator Cluster Survey 2016-2017 (Direct),2016-2017,,1993-06,176.8799,,,,,Excluded from IGME,"Deaths per 1,000 live births",MICS,Direct,11.38089,1993.5,,,,5,Survey/Census with Full Birth Histories,,,,,
Nigeria,Under-five mortality rate,Female,Total,Multiple Indicator Cluster Survey 2016-2017 (Direct),2016-2017,,1998-06,168.5369,,,,,Excluded from IGME,"Deaths per 1,000 live births",MICS,Direct,7.332989,1998.5,,,,5,Survey/Census with Full Birth Histories,,,,,
Nigeria,Under-five mortality rate,Female,Total,Multiple Indicator Cluster Survey 2016-2017 (Direct),2016-2017,,2003-06,136.8964,,,,,Excluded from IGME,"Deaths per 1,000 live births",MICS,Direct,5.739162,2003.5,,,,5,Survey/Census with Full Birth Histories,,,,,
Nigeria,Under-five mortality rate,Female,Total,Multiple Indicator Cluster Survey 2016-2017 (Direct),2016-2017,,2008-06,105.3495,,,,,Excluded from IGME,"Deaths per 1,000 live births",MICS,Direct,4.077073,2008.5,,,,5,Survey/Census with Full Birth Histories,,,,,
Nigeria,Under-five mortality rate,Female,Total,Multiple Indicator Cluster Survey 2016-2017 (Direct),2016-2017,,2013-06,109.3201,,,,,Excluded from IGME,"Deaths per 1,000 live births",MICS,Direct,4.179798,2013.5,,,,5,Survey/Census with Full Birth Histories,,,,,
Nigeria,Under-five mortality rate,Female,Total,Malaria Indicator Survey 2010 (Direct),2010,,1987-06,197.44,,,,,Included in IGME,"Deaths per 1,000 live births",MIS,Direct,,1987.5,,,,,Survey/Census with Full Birth Histories,,,,,
Nigeria,Under-five mortality rate,Female,Total,Malaria Indicator Survey 2010 (Direct),2010,,1992-06,161.11,,,,,Included in IGME,"Deaths per 1,000 live births",MIS,Direct,,1992.5,,,,,Survey/Census with Full Birth Histories,,,,,
Nigeria,Under-five mortality rate,Female,Total,Malaria Indicator Survey 2010 (Direct),2010,,1997-06,170.77,,,,,Included in IGME,"Deaths per 1,000 live births",MIS,Direct,,1997.5,,,,,Survey/Census with Full Birth Histories,,,,,
Nigeria,Under-five mortality rate,Female,Total,Malaria Indicator Survey 2010 (Direct),2010,,2002-06,169.81,,,,,Included in IGME,"Deaths per 1,000 live births",MIS,Direct,,2002.5,,,,,Survey/Census with Full Birth Histories,,,,,
Nigeria,Under-five mortality rate,Female,Total,Malaria Indicator Survey 2010 (Direct),2010,,2007-06,132.77,,,,,Included in IGME,"Deaths per 1,000 live births",MIS,Direct,,2007.5,,,,,Survey/Census with Full Birth Histories,,,,,
Nigeria,Under-five mortality rate,Female,Total,UN IGME estimate,2021,,1964-06,312.4506026,,,,,Normal value,"Deaths per 1,000 live births",,,,1964.5,,,,1,,266.3335167,370.6483342,,,
Nigeria,Under-five mortality rate,Female,Total,UN IGME estimate,2021,,1965-06,305.8367187,,,,,Normal value,"Deaths per 1,000 live births",,,,1965.5,,,,1,,266.2933119,354.2456832,,,
Nigeria,Under-five mortality rate,Female,Total,UN IGME estimate,2021,,1966-06,299.4479029,,,,,Normal value,"Deaths per 1,000 live births",,,,1966.5,,,,1,,263.9994912,341.1792132,,,
Nigeria,Under-five mortality rate,Female,Total,UN IGME estimate,2021,,1967-06,292.8143595,,,,,Normal value,"Deaths per 1,000 live births",,,,1967.5,,,,1,,260.502434,331.6884764,,,
Nigeria,Under-five mortality rate,Female,Total,UN IGME estimate,2021,,1968-06,286.2217259,,,,,Normal value,"Deaths per 1,000 live births",,,,1968.5,,,,1,,255.1092851,322.9740689,,,
Nigeria,Under-five mortality rate,Female,Total,UN IGME estimate,2021,,1969-06,279.1518393,,,,,Normal value,"Deaths per 1,000 live births",,,,1969.5,,,,1,,249.2623543,314.8189044,,,
Nigeria,Under-five mortality rate,Female,Total,UN IGME estimate,2021,,1970-06,271.8775171,,,,,Normal value,"Deaths per 1,000 live births",,,,1970.5,,,,1,,243.1739664,306.4180193,,,
Nigeria,Under-five mortality rate,Female,Total,UN IGME estimate,2021,,1971-06,264.1874653,,,,,Normal value,"Deaths per 1,000 live births",,,,1971.5,,,,1,,236.1751484,297.6469389,,,
Nigeria,Under-five mortality rate,Female,Total,UN IGME estimate,2021,,1972-06,256.1783362,,,,,Normal value,"Deaths per 1,000 live births",,,,1972.5,,,,1,,228.8966636,287.9562166,,,
Nigeria,Under-five mortality rate,Female,Total,UN IGME estimate,2021,,1973-06,248.0997688,,,,,Normal value,"Deaths per 1,000 live births",,,,1973.5,,,,1,,221.9411424,278.1556911,,,
Nigeria,Under-five mortality rate,Female,Total,UN IGME estimate,2021,,1974-06,239.8733084,,,,,Normal value,"Deaths per 1,000 live births",,,,1974.5,,,,1,,214.916932,268.0580193,,,
Nigeria,Under-five mortality rate,Female,Total,UN IGME estimate,2021,,1975-06,231.9125952,,,,,Normal value,"Deaths per 1,000 live births",,,,1975.5,,,,1,,208.6020978,258.1302483,,,
Nigeria,Under-five mortality rate,Female,Total,UN IGME estimate,2021,,1976-06,224.4575052,,,,,Normal value,"Deaths per 1,000 live births",,,,1976.5,,,,1,,202.4205012,248.7309165,,,
Nigeria,Under-five mortality rate,Female,Total,UN IGME estimate,2021,,1977-06,217.6153476,,,,,Normal value,"Deaths per 1,000 live births",,,,1977.5,,,,1,,197.1993063,240.5923194,,,
Nigeria,Under-five mortality rate,Female,Total,UN IGME estimate,2021,,1978-06,211.5497913,,,,,Normal value,"Deaths per 1,000 live births",,,,1978.5,,,,1,,192.3829977,233.1278221,,,
Nigeria,Under-five mortality rate,Female,Total,UN IGME estimate,2021,,1979-06,206.486573,,,,,Normal value,"Deaths per 1,000 live births",,,,1979.5,,,,1,,187.8363501,226.6682744,,,
Nigeria,Under-five mortality rate,Female,Total,UN IGME estimate,2021,,1980-06,202.3075277,,,,,Normal value,"Deaths per 1,000 live births",,,,1980.5,,,,1,,184.3022401,221.5038851,,,
Nigeria,Under-five mortality rate,Female,Total,UN IGME estimate,2021,,1981-06,199.3348704,,,,,Normal value,"Deaths per 1,000 live births",,,,1981.5,,,,1,,182.1984038,217.4613902,,,
Nigeria,Under-five mortality rate,Female,Total,UN IGME estimate,2021,,1982-06,197.5098305,,,,,Normal value,"Deaths per 1,000 live births",,,,1982.5,,,,1,,181.2110884,215.0100461,,,
Nigeria,Under-five mortality rate,Female,Total,UN IGME estimate,2021,,1983-06,196.5457827,,,,,Normal value,"Deaths per 1,000 live births",,,,1983.5,,,,1,,180.6443652,213.2901932,,,
Nigeria,Under-five mortality rate,Female,Total,UN IGME estimate,2021,,1984-06,196.4086241,,,,,Normal value,"Deaths per 1,000 live births",,,,1984.5,,,,1,,181.2502744,212.8540613,,,
Nigeria,Under-five mortality rate,Female,Total,UN IGME estimate,2021,,1985-06,196.881455,,,,,Normal value,"Deaths per 1,000 live births",,,,1985.5,,,,1,,182.2791678,212.508225,,,
Nigeria,Under-five mortality rate,Female,Total,UN IGME estimate,2021,,1986-06,197.4539712,,,,,Normal value,"Deaths per 1,000 live births",,,,1986.5,,,,1,,183.3526014,212.8169054,,,
Nigeria,Under-five mortality rate,Female,Total,UN IGME estimate,2021,,1987-06,197.9168768,,,,,Normal value,"Deaths per 1,000 live births",,,,1987.5,,,,1,,184.0285515,213.2454606,,,
Nigeria,Under-five mortality rate,Female,Total,UN IGME estimate,2021,,1988-06,198.5273406,,,,,Normal value,"Deaths per 1,000 live births",,,,1988.5,,,,1,,184.6655628,213.4546602,,,
Nigeria,Under-five mortality rate,Female,Total,UN IGME estimate,2021,,1989-06,198.5927205,,,,,Normal value,"Deaths per 1,000 live births",,,,1989.5,,,,1,,185.0167517,213.1471774,,,
Nigeria,Under-five mortality rate,Female,Total,UN IGME estimate,2021,,1990-06,198.2767953,,,,,Normal value,"Deaths per 1,000 live births",,,,1990.5,,,,1,,184.765253,212.3767562,,,
Nigeria,Under-five mortality rate,Female,Total,UN IGME estimate,2021,,1991-06,197.854079,,,,,Normal value,"Deaths per 1,000 live births",,,,1991.5,,,,1,,184.5020445,211.9778816,,,
Nigeria,Under-five mortality rate,Female,Total,UN IGME estimate,2021,,1992-06,197.4961062,,,,,Normal value,"Deaths per 1,000 live births",,,,1992.5,,,,1,,184.3360413,211.2316819,,,
Nigeria,Under-five mortality rate,Female,Total,UN IGME estimate,2021,,1993-06,196.9979989,,,,,Normal value,"Deaths per 1,000 live births",,,,1993.5,,,,1,,183.886128,210.4264753,,,
Nigeria,Under-five mortality rate,Female,Total,UN IGME estimate,2021,,1994-06,195.7978179,,,,,Normal value,"Deaths per 1,000 live births",,,,1994.5,,,,1,,183.0904819,209.0895395,,,
Nigeria,Under-five mortality rate,Female,Total,UN IGME estimate,2021,,1995-06,194.0206919,,,,,Normal value,"Deaths per 1,000 live births",,,,1995.5,,,,1,,181.6636162,207.202224,,,
Nigeria,Under-five mortality rate,Female,Total,UN IGME estimate,2021,,1996-06,191.4896221,,,,,Normal value,"Deaths per 1,000 live births",,,,1996.5,,,,1,,179.2722019,204.4801931,,,
Nigeria,Under-five mortality rate,Female,Total,UN IGME estimate,2021,,1997-06,188.0522743,,,,,Normal value,"Deaths per 1,000 live births",,,,1997.5,,,,1,,176.0510915,200.6831123,,,
Nigeria,Under-five mortality rate,Female,Total,UN IGME estimate,2021,,1998-06,183.4602335,,,,,Normal value,"Deaths per 1,000 live births",,,,1998.5,,,,1,,171.8568044,195.5526198,,,
Nigeria,Under-five mortality rate,Female,Total,UN IGME estimate,2021,,1999-06,178.6419643,,,,,Normal value,"Deaths per 1,000 live births",,,,1999.5,,,,1,,167.4214875,190.4419289,,,
Nigeria,Under-five mortality rate,Female,Total,UN IGME estimate,2021,,2000-06,173.6548841,,,,,Normal value,"Deaths per 1,000 live births",,,,2000.5,,,,1,,162.8283991,185.1463234,,,
Nigeria,Under-five mortality rate,Female,Total,UN IGME estimate,2021,,2001-06,168.1166521,,,,,Normal value,"Deaths per 1,000 live births",,,,2001.5,,,,1,,157.3479931,179.3286521,,,
Nigeria,Under-five mortality rate,Female,Total,UN IGME estimate,2021,,2002-06,162.4264758,,,,,Normal value,"Deaths per 1,000 live births",,,,2002.5,,,,1,,151.7851036,173.5839722,,,
Nigeria,Under-five mortality rate,Female,Total,UN IGME estimate,2021,,2003-06,156.6483484,,,,,Normal value,"Deaths per 1,000 live births",,,,2003.5,,,,1,,146.3494306,167.5052968,,,
Nigeria,Under-five mortality rate,Female,Total,UN IGME estimate,2021,,2004-06,151.0255526,,,,,Normal value,"Deaths per 1,000 live births",,,,2004.5,,,,1,,140.8605995,161.7975284,,,
Nigeria,Under-five mortality rate,Female,Total,UN IGME estimate,2021,,2005-06,145.7829176,,,,,Normal value,"Deaths per 1,000 live births",,,,2005.5,,,,1,,135.7061535,156.3825263,,,
Nigeria,Under-five mortality rate,Female,Total,UN IGME estimate,2021,,2006-06,140.7972347,,,,,Normal value,"Deaths per 1,000 live births",,,,2006.5,,,,1,,130.6767023,151.4064357,,,
Nigeria,Under-five mortality rate,Female,Total,UN IGME estimate,2021,,2007-06,136.735307,,,,,Normal value,"Deaths per 1,000 live births",,,,2007.5,,,,1,,126.7063284,147.2614643,,,
Nigeria,Under-five mortality rate,Female,Total,UN IGME estimate,2021,,2008-06,133.2581599,,,,,Normal value,"Deaths per 1,000 live births",,,,2008.5,,,,1,,122.7923126,144.057523,,,
Nigeria,Under-five mortality rate,Female,Total,UN IGME estimate,2021,,2009-06,130.1266655,,,,,Normal value,"Deaths per 1,000 live births",,,,2009.5,,,,1,,119.5013174,141.3475866,,,
Nigeria,Under-five mortality rate,Female,Total,UN IGME estimate,2021,,2010-06,127.5971256,,,,,Normal value,"Deaths per 1,000 live births",,,,2010.5,,,,1,,116.3684455,139.3299775,,,
Nigeria,Under-five mortality rate,Female,Total,UN IGME estimate,2021,,2011-06,125.3814799,,,,,Normal value,"Deaths per 1,000 live births",,,,2011.5,,,,1,,113.5166144,138.1638172,,,
Nigeria,Under-five mortality rate,Female,Total,UN IGME estimate,2021,,2012-06,123.5339366,,,,,Normal value,"Deaths per 1,000 live births",,,,2012.5,,,,1,,110.7277165,137.6377805,,,
Nigeria,Under-five mortality rate,Female,Total,UN IGME estimate,2021,,2013-06,121.8257827,,,,,Normal value,"Deaths per 1,000 live births",,,,2013.5,,,,1,,108.1073557,137.8525453,,,
Nigeria,Under-five mortality rate,Female,Total,UN IGME estimate,2021,,2014-06,120.448609,,,,,Normal value,"Deaths per 1,000 live births",,,,2014.5,,,,1,,105.3250919,138.5053556,,,
Nigeria,Under-five mortality rate,Female,Total,UN IGME estimate,2021,,2015-06,119.2516245,,,,,Normal value,"Deaths per 1,000 live births",,,,2015.5,,,,1,,102.3361574,140.0667276,,,
